Started Log File:     logs/MMTK 2021-02-17 00-20-34-COM3.txt
Data Source:     COM3

NEW_DATA	SPEED	POSITION	LOADCELL	FEEDBACK_COUNT	STATE	ESTOP	STALL	DIRECTION	INPUT_VOLTAGE	BT_FWD	BT_BAK	BT_TARE	BT_START	BT_AUX
null1	0.00	0.00	0.65	0	1	1	0	0	11.99	1	1	1	1	1	
1	0.00	0.00	0.74	0	1	1	0	0	12.05	1	1	1	1	1	
1	0.00	0.00	1.20	0	1	1	0	0	12.11	1	1	1	1	1	
1	0.00	0.00	1.87	0	1	1	0	0	12.05	1	1	1	1	1	
1	0.00	0.00	1.74	0	1	1	0	0	11.95	1	1	1	1	1	
1	0.00	0.00	1.35	0	1	1	0	0	12.15	1	1	1	1	1	
1	0.00	0.00	1.04	0	1	1	0	0	12.09	1	1	1	1	1	
1	0.00	0.00	0.59	0	1	1	0	0	11.97	1	1	1	1	1	
1	0.00	0.00	0.41	0	1	1	0	0	12.09	1	1	1	1	1	
1	0.00	0.00	0.38	0	1	1	0	0	12.13	1	1	1	1	1	
1	0.00	0.00	0.39	0	1	1	0	0	12.03	1	1	1	1	1	
1	0.00	0.00	0.41	0	1	1	0	0	11.97	1	1	1	1	1	
1	0.00	0.00	0.36	0	1	1	0	0	12.15	1	1	1	1	1	
1	0.00	0.00	0.30	0	1	1	0	0	12.07	1	1	1	1	1	
 ========= TARE ==========
NEW_DATA	SPEED	POSITION	LOADCELL	FEEDBACK_COUNT	STATE	ESTOP	STALL	DIRECTION	INPUT_VOLTAGE	BT_FWD	BT_BAK	BT_TARE	BT_START	BT_AUX
1	0.00	0.00	-0.08	0	1	1	0	0	12.01	1	1	1	1	1	
1	0.00	0.00	-0.10	0	1	1	0	0	12.11	1	1	1	1	1	
1	0.00	0.00	-0.17	0	1	1	0	0	12.05	1	1	1	1	1	
1	0.00	0.00	-0.15	0	1	1	0	0	11.95	1	1	1	1	1	
1	0.00	0.00	-0.13	0	1	1	0	0	12.15	1	1	1	1	1	
1	0.00	0.00	-0.05	0	1	1	0	0	12.09	1	1	1	1	1	
1	0.00	0.00	-0.06	0	1	1	0	0	12.01	1	1	1	1	1	
1	0.00	0.00	-0.12	0	1	1	0	0	11.99	1	1	1	1	1	
1	0.00	0.00	-0.11	0	1	1	0	0	12.13	1	1	1	1	1	
1	0.00	0.00	-0.16	0	1	1	0	0	12.03	1	1	1	1	1	
1	0.00	0.00	-0.05	0	1	1	0	0	11.97	1	1	1	1	1	
1	0.00	0.00	1.16	0	1	1	0	0	12.15	1	1	1	1	1	
